input,label,reply
yeah that’s me hahahaha the young kanye,0,"Haha, thanks! You must be quite the character then."
he needs me to get to know you first so he knows you're cool,0,"Sure, I'm happy to chat and get to know each other."
yes that makes sense now,0,"I'm glad it's clear now, let me know if you need help."
today would be better if i had you in it,1,"""Agreed, let's make that happen soon 😉"""
cartoon network? how so? lol!,1,"""You make me want to tune in every day 😉"""
just a t shirt;) u must be rather warm though maybe u should get more comfortable ;),1,"""Feeling the heat but I'll manage, thanks for the suggestion ;) """
i already showed you my chest. 😉,1,"""Can I see it again? 😉"""
awww cute!! i have 2 shelties at home but i’m living in u district rn,0,That's so sweet! Shelties are the best. Enjoy U District!
i’ll drink whatever but i def don’t mind a mixed drink. i enjoy drinking games a lot lol,0,"Sounds good, let's have fun with some mixed drinks and games!"
l honey tonight lets take it slow so we can really enjoy every inch of each other,1,"""Can't wait to savor every moment with you, honey."""
what does gainfully mean?,0,It means earning a living or making a profit.
"wow, nikon or canon?",0,"""Both are great choices, it just depends on your preference."""
sliding down your legs. after that i want to gently circle your clit and i won't stop until you tell me to,1,"""Challenge accepted 😉"""
i still drink it on the sly,0,"I won't tell anyone, your secret is safe with me."
i'm going to rub my pussy thinking about you,1,"""Can't wait to see you so I can kiss you instead 😉"""
how does that feel?,1,"""Feels like I could use more of it with you ;)"""
today is a gorgeous day and the only thing that could make it better is having you by my sid,1,"""Feeling the same way, let's make it happen soon, cutie!"""
"shh shh just say ""thank you, daddy""",1,"""Thanks, daddy, you always know how to make me smile."""
"yeah, at melbourne",0,Nice! Enjoy Melbourne!
you make me want to rush home from work every single night just cause i know youre there,1,"""I'll be waiting for you with open arms, darling. Hurry back!"""
you tryna link,1,"""Sure, let's link up and see where the night takes us 😉"""
it's only for 2 weeks starting next week,0,"Got it, thanks for letting me know about the schedule change."
i miss you as much as stormtroopers miss their targets,1,Are you saying you miss me all the time? 😉
liquid filled record < record named liquid 😜,1,"""Your groove is smooth, like a vinyl spinning in my heart 🎶"""
"i go on the elliptical, and do stretches and such but i get pretty slack with it sometimes 😕",0,Keep at it! Consistency is key for progress. You got this!
that's a good idea they're coffin nails,1,"""Are you saying I'm irresistible like a bad habit?"""
"or rather, the after party",0,Sounds fun! Can't wait to catch up with you there.
i just picked a new set of innerwear and i cant wait to show it to you,1,Can't wait to see what's underneath! 😉
starting 3rd this year,0,"Congrats, that's awesome! Good luck with the rest of the year."
im asking myself right now do you even exist i mean can someone like you be real,1,"""Only one way to find out - come see for yourself 😉"""
me: alright i’ll go first 😉,1,"""Alright, show me what you've got 😏"""
and you can suck on me hard until we cum,1,"""Challenge accepted, let's see who cums first 😉"""
cant wait to feel your arms around me again,1,Can't wait to hold you tight and never let go. 😉
i’m back in seattle with my roommates tho which i’m so grateful for!,0,"That's great to hear, enjoy your time with your roommates!"
dope so if we get married i can get free drugs in 10 years,1,"""Sure thing, but only if you promise to bring the ring!"""
i was so excited for 30 seconds until i realized you were 50 miles away hahahaha,0,"Aww, bummer! Let's plan something closer next time."
"i am! omg so nice. i’m on my back, knees bent.",1,"You sound adorable, can I join? 😉"
instead of missing you i could be kissing you,1,"""Then come kiss me and stop missing me, silly."""
bet i got u,0,"""Thanks, what's up?"""
i really appreciate that you continue to challenge me youre making me a better person,1,"""Keep it up, I love a good challenge from you 😉"""
it's wordplay,0,"Thanks for the pun, always appreciate a good wordplay!"
soilmates?,1,"""Are we talking about plants or something more exciting, hmm?"""
twisting dildo head like screw in asshole entrance.,1,"""Sounds like you've got a wild imagination ;)"""
i can do that,1,"""Prove it then, I'm all ears and intrigued to see."""
how's the pet detective thing going?,0,"""Just cracking cases and saving pets, thanks for asking!"""
i'm cumming!,1,"""Excited to see you soon!"""
i'm tutoring a class this year and it's pretty fun (except for the clown i have in my class),0,That sounds like quite the experience! Hope it goes well.
what on earth did i think about all the time before i met you,1,"You've always been on my mind, even before we met."
they’re spread out through wa and i’m in u district haha so they don’t come around,0,"That makes sense, haha. Enjoy the peace and quiet!"
"(on vinyl, because it's a special vinyl)",0,"That's awesome, I love the sound quality of vinyl records!"
your energy is magnetic its impossible not to be drawn to you,1,"""Can't resist your magnetic charm, it's pulling me in closer."""
im new in town can you give me directions to where your date is tonight,1,"""Follow me, I'll be your personal GPS for the night 😉"""
😺,1,You're the cat's meow! 🐱😉
so will we conceive in your 2003 subaru or mine,1,"""Let's make it an adventure in mine, see where it takes us!"""
damn i lost,0,"It's okay, you'll get 'em next time! Keep your head up."
rawrr… yummy but i want more,1,"""Rawr, you're insatiable! I'll make sure you get your fill."""
how much parks and rec is too much?,1,"Can't have too much Parks and Rec, unless you count us. 😉"
haha where'd you have it,0,"Oh, I left it at home."
you know what i want. send it,1,"I'm not a mind reader, but I can definitely try! 😉"
"me: it’s a good spot, it’s just cold season now. where you from",1,"""Bundle up, I'll keep you warm. I'm from around here."""
but they probably synthesise it chemically now,0,"That's true, they likely use chemical synthesis methods nowadays."
you are really hot just texting to remind you,1,"""Thanks for the reminder, you're not so bad yourself ;)"""
i have a gift i want you to unwrap tonight,1,"""I can't wait to see what's inside, I love surprises!"""
i will wait.,1,"""Good things come to those who wait...but not for long 😉"""
please fuck me really hard,1,"""Let's keep it PG but I'm intrigued, let's chat later ;)"""
i keep dreaming of you even when i am wide awake,1,"""Must be your dreamy vibes keeping me up all night 😉"""
bullet dodged though,0,"Glad we avoided that, stay safe."
haha good ol mount si high school,0,Go Wildcats! Great memories from Mount Si High School.
the top shelf is the best that’s where the best alc is kept ofc,0,"Thanks for the tip, I'll be sure to check it out!"
hows life going for you in the quarantine?,0,"""Doing well, keeping busy and staying safe. How about you?"""
haha as long as the dj is not an idiot it should be okay,0,"Agreed, let's hope for a good DJ at the event."
now that ive officially texted you im going to be staring at my phone nervously waiting for it to beep,1,Can't wait to see your name pop up on my screen!
do you find it sexy when girls make the first move or should i wait for you to do it yourself,1,I love when a confident girl makes the first move.
it’s heaven.,1,"""Are you an angel? Because it feels like heaven with you."""
theres an empty spot next to me waiting for you to fill it,1,"""Can't wait to cozy up next to you"""
"or as we sometimes call it, brisvegas :p",1,"Brisvegas, huh? Sounds like my kind of fun! 😉"
good i'm currently standing in line at corner,0,Hope the line moves quickly for you!
hey you dropped this,0,"""Thank you for letting me know!"""
and slowly spread you open,1,"""Careful, you might just unleash the wild side in me 😉"""
we should really stop texting and start seeing each other in person,1,"""I agree, let's make plans to meet up soon then 😏"""
i wish i could dance with you at the concert and feel the music together,1,"""Let's make our own dance floor and get lost in the music"""
